,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2699,Kansas 1,0.818,0.132,11,2008,KANSAS,5.77,KS
2700,Kansas 2,0.506,0.462,160,2008,KANSAS,84.00,KS
2701,Kansas 3,0.564,0.396,42,2008,KANSAS,22.05,KS
2702,Kansas 4,0.634,0.323,23,2008,KANSAS,12.07,KS
