,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2716,Maine 1,0.549,0.451,72,2008,MAINE,37.80,ME
2717,Maine 2,0.674,0.326,21,2008,MAINE,11.02,ME
