,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2703,Kentucky 1,0.643,0.357,25,2008,KENTUCKY,13.12,KY
2704,Kentucky 2,0.526,0.474,135,2008,KENTUCKY,70.87,KY
2705,Kentucky 3,0.594,0.406,38,2008,KENTUCKY,19.95,KY
2706,Kentucky 4,0.63,0.37,27,2008,KENTUCKY,14.17,KY
2707,Kentucky 5,0.841,0.159,11,2008,KENTUCKY,5.77,KY
2708,Kentucky 6,0.647,0.0,11,2008,KENTUCKY,5.77,KY
