,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2664,Idaho 1,0.506,0.494,584,2008,IDAHO,306.60,ID
2665,Idaho 2,0.71,0.29,17,2008,IDAHO,8.92,ID
