,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
4051,Colorado 1,0.687,0.273,17,2000,COLORADO,8.92,CO
4052,Colorado 2,0.55,0.386,43,2000,COLORADO,22.57,CO
4053,Colorado 3,0.658,0.29,20,2000,COLORADO,10.50,CO
4054,Colorado 4,0.795,0.075,10,2000,COLORADO,5.25,CO
4055,Colorado 5,0.827,0.123,10,2000,COLORADO,5.25,CO
4056,Colorado 6,0.539,0.421,60,2000,COLORADO,31.50,CO
