,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3989,Arizona 1,0.536,0.424,63,2000,ARIZONA,33.07,AZ
3990,Arizona 2,0.685,0.269,17,2000,ARIZONA,8.92,AZ
3991,Arizona 3,0.657,0.314,21,2000,ARIZONA,11.02,AZ
3992,Arizona 4,0.64,0.327,23,2000,ARIZONA,12.07,AZ
3993,Arizona 5,0.601,0.353,29,2000,ARIZONA,15.22,AZ
3994,Arizona 6,0.614,0.356,28,2000,ARIZONA,14.70,AZ
