,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
4100,Idaho 1,0.648,0.314,21,2000,IDAHO,11.02,ID
4101,Idaho 2,0.707,0.259,16,2000,IDAHO,8.40,ID
