,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1601,Indiana 1,0.609,0.358,28,2014,INDIANA,14.70,IN
1602,Indiana 2,0.589,0.383,34,2014,INDIANA,17.85,IN
1603,Indiana 3,0.658,0.267,18,2014,INDIANA,9.45,IN
1604,Indiana 4,0.669,0.331,21,2014,INDIANA,11.02,IN
1605,Indiana 5,0.652,0.308,21,2014,INDIANA,11.02,IN
1606,Indiana 6,0.659,0.294,20,2014,INDIANA,10.50,IN
1607,Indiana 7,0.547,0.418,55,2014,INDIANA,28.87,IN
1608,Indiana 8,0.603,0.358,29,2014,INDIANA,15.22,IN
1609,Indiana 9,0.622,0.337,25,2014,INDIANA,13.12,IN
