,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1618,Kentucky 1,0.731,0.269,16,2014,KENTUCKY,8.40,KY
1619,Kentucky 2,0.692,0.308,19,2014,KENTUCKY,9.97,KY
1620,Kentucky 3,0.635,0.356,26,2014,KENTUCKY,13.65,KY
1621,Kentucky 4,0.677,0.323,20,2014,KENTUCKY,10.50,KY
1622,Kentucky 5,0.782,0.218,13,2014,KENTUCKY,6.82,KY
1623,Kentucky 6,0.6,0.4,36,2014,KENTUCKY,18.90,KY
