,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1630,Maine 1,0.604,0.307,24,2014,MAINE,12.60,ME
1631,Maine 2,0.471,0.418,133,2014,MAINE,69.82,ME
