,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1614,Kansas 1,0.675,0.325,20,2014,KANSAS,10.50,KS
1615,Kansas 2,0.572,0.385,38,2014,KANSAS,19.95,KS
1616,Kansas 3,0.6,0.4,36,2014,KANSAS,18.90,KS
1617,Kansas 4,0.668,0.332,21,2014,KANSAS,11.02,KS
