,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
2506,Utah 1,0.692,0.239,16,2010,UTAH,8.40,UT
2507,Utah 2,0.505,0.461,160,2010,UTAH,84.00,UT
2508,Utah 3,0.723,0.229,15,2010,UTAH,7.87,UT
