,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3588,Utah 1,0.679,0.291,19,2004,UTAH,9.97,UT
3589,Utah 2,0.548,0.432,61,2004,UTAH,32.02,UT
3590,Utah 3,0.634,0.325,23,2004,UTAH,12.07,UT
