,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
3406,Indiana 1,0.683,0.317,20,2004,INDIANA,10.50,IN
3407,Indiana 2,0.542,0.445,73,2004,INDIANA,38.32,IN
3408,Indiana 3,0.692,0.308,19,2004,INDIANA,9.97,IN
3409,Indiana 4,0.695,0.283,17,2004,INDIANA,8.92,IN
3410,Indiana 5,0.718,0.26,16,2004,INDIANA,8.40,IN
3411,Indiana 6,0.671,0.313,20,2004,INDIANA,10.50,IN
3412,Indiana 7,0.543,0.437,67,2004,INDIANA,35.17,IN
3413,Indiana 8,0.534,0.445,79,2004,INDIANA,41.47,IN
3414,Indiana 9,0.494,0.49,1750,2004,INDIANA,918.75,IN
