,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
129,Hawaii 1,0.737,0.263,15,2022,HAWAII,7.87,HI
130,Hawaii 2,0.622,0.353,27,2022,HAWAII,14.17,HI
