,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
179,Maine 1,0.629,0.37,28,2022,MAINE,14.70,ME
180,Maine 2 (first round),0.484,0.446,185,2022,MAINE,97.12,ME
181,Maine 2 (runoff),0.531,0.469,113,2022,MAINE,59.32,ME
