,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
17,Arkansas 1,0.738,0.262,15,2022,ARKANSAS,7.87,AR
18,Arkansas 2,0.6,0.353,29,2022,ARKANSAS,15.22,AR
19,Arkansas 3,0.637,0.329,23,2022,ARKANSAS,12.07,AR
20,Arkansas 4,0.71,0.262,16,2022,ARKANSAS,8.40,AR
