,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
232,Montana 1,0.496,0.465,226,2022,MONTANA,118.65,MT
233,Montana 2,0.566,0.219,21,2022,MONTANA,11.02,MT
