,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
284,Tennessee 1,0.783,0.197,12,2022,TENNESSEE,6.30,TN
285,Tennessee 2,0.679,0.321,20,2022,TENNESSEE,10.50,TN
286,Tennessee 3,0.684,0.302,19,2022,TENNESSEE,9.97,TN
287,Tennessee 4,0.706,0.257,16,2022,TENNESSEE,8.40,TN
288,Tennessee 5,0.558,0.423,52,2022,TENNESSEE,27.30,TN
289,Tennessee 6,0.663,0.337,22,2022,TENNESSEE,11.55,TN
290,Tennessee 7,0.6,0.381,32,2022,TENNESSEE,16.80,TN
291,Tennessee 8,0.74,0.243,15,2022,TENNESSEE,7.87,TN
292,Tennessee 9,0.7,0.262,16,2022,TENNESSEE,8.40,TN
