,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
190,Massachusetts 1,0.616,0.384,31,2022,MASSACHUSETTS,16.27,MA
191,Massachusetts 2,0.663,0.337,22,2022,MASSACHUSETTS,11.55,MA
192,Massachusetts 3,0.636,0.364,26,2022,MASSACHUSETTS,13.65,MA
193,Massachusetts 4,1.0,0.0,7,2022,MASSACHUSETTS,3.67,MA
194,Massachusetts 5,0.738,0.262,15,2022,MASSACHUSETTS,7.87,MA
195,Massachusetts 6,0.629,0.352,26,2022,MASSACHUSETTS,13.65,MA
196,Massachusetts 7,0.848,0.152,11,2022,MASSACHUSETTS,5.77,MA
197,Massachusetts 8,0.698,0.302,18,2022,MASSACHUSETTS,9.45,MA
198,Massachusetts 9,0.592,0.408,39,2022,MASSACHUSETTS,20.47,MA
