,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
495,Idaho 1,0.678,0.286,18,2020,IDAHO,9.45,ID
496,Idaho 2,0.641,0.317,22,2020,IDAHO,11.55,ID
