,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
532,Kentucky 1,0.75,0.25,14,2020,KENTUCKY,7.35,KY
533,Kentucky 2,0.71,0.263,16,2020,KENTUCKY,8.40,KY
534,Kentucky 3,0.627,0.373,28,2020,KENTUCKY,14.70,KY
535,Kentucky 4,0.671,0.329,21,2020,KENTUCKY,11.02,KY
536,Kentucky 5,0.842,0.158,11,2020,KENTUCKY,5.77,KY
537,Kentucky 6,0.573,0.41,43,2020,KENTUCKY,22.57,KY
