,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
382,Arkansas 1,1.0,0.0,7,2020,ARKANSAS,3.67,AR
383,Arkansas 2,0.554,0.446,65,2020,ARKANSAS,34.12,AR
384,Arkansas 3,0.643,0.318,22,2020,ARKANSAS,11.55,AR
385,Arkansas 4,0.697,0.275,17,2020,ARKANSAS,8.92,AR
