,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,MISSISSIPPI,MS,0.3343549827791547,21,14.7
1,2002,MISSISSIPPI,MS,0.8457941775906233,9,6.3
2,2006,MISSISSIPPI,MS,0.2715195581752796,26,18.2
3,2008,MISSISSIPPI,MS,0.2287009252413341,31,21.7
4,2012,MISSISSIPPI,MS,0.166047288589912,43,30.1
5,2014,MISSISSIPPI,MS,0.2200526067565814,32,22.4
6,2018,MISSISSIPPI,MS,0.1215735701735178,58,40.6
7,2020,MISSISSIPPI,MS,0.0821044508195345,86,60.2
8,2024,MISSISSIPPI,MS,0.25599999999999995,28,19.6
