,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,UTAH,UT,0.3271907122738091,22,15.4
1,2004,UTAH,UT,0.4032845394339966,18,12.6
2,2006,UTAH,UT,0.3052085594448684,23,16.1
3,2010,UTAH,UT,0.2882131811424568,25,17.5
4,2012,UTAH,UT,0.3532968981061694,20,14.0
5,2016,UTAH,UT,0.4108721628063533,18,12.6
6,2018,UTAH,UT,0.2907921663083516,25,17.5
7,2022,UTAH,UT,0.1041,68,47.6
8,2024,UTAH,UT,0.307,23,16.1
