,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,WYOMING,WY,0.4754538774402201,15,10.5
1,2002,WYOMING,WY,0.4590790048013968,16,11.2
2,2006,WYOMING,WY,0.3949901893331294,18,12.6
3,2008,WYOMING,WY,0.491362241857228,15,10.5
4,2012,WYOMING,WY,0.5274471479856402,14,9.8
5,2014,WYOMING,WY,0.5170812080419275,14,9.8
6,2018,WYOMING,WY,0.3407973650575164,21,14.7
7,2024,WYOMING,WY,0.5099999999999999,14,9.8
