,year,state,state_po,margin,num_ballots,procedural_cost
0,2002,ALABAMA,AL,0.1725388260214349,41,28.7
1,2004,ALABAMA,AL,0.3519079793764878,20,14.0
2,2008,ALABAMA,AL,0.2684178311622563,27,18.9
3,2010,ALABAMA,AL,0.3046531838796256,23,16.1
4,2014,ALABAMA,AL,0.9725164712928897,8,5.6
5,2016,ALABAMA,AL,0.2809153203630852,25,17.5
6,2020,ALABAMA,AL,0.2035869619179389,35,24.5
7,2022,ALABAMA,AL,0.3574,20,14.0
