,year,state,state_po,margin,num_ballots,procedural_cost
0,2000,MAINE,ME,0.3788259680691541,19,9.98
1,2002,MAINE,ME,0.1687129505108942,42,22.05
2,2006,MAINE,ME,0.5365070222039594,14,7.35
3,2008,MAINE,ME,0.2274753944480488,31,16.27
4,2012,MAINE,ME,0.1690294182580859,42,22.05
5,2014,MAINE,ME,0.3618354089815817,20,10.5
6,2018,MAINE,ME,0.2478432683016792,29,15.22
7,2020,MAINE,ME,0.0850194071024562,83,43.58
8,2024,MAINE,ME,0.174,41,21.52
