,year,state,state_po,margin,num_ballots,procedural_cost
0,2002,OKLAHOMA,OK,0.2099223898886907,34,23.8
1,2004,OKLAHOMA,OK,0.1152043824982064,61,42.7
2,2008,OKLAHOMA,OK,0.1749596642162013,41,28.7
3,2010,OKLAHOMA,OK,0.445035201263136,16,11.2
4,2014,OKLAHOMA,OK,0.3901168244222733,18,12.6
5,2016,OKLAHOMA,OK,0.4016167983497773,18,12.6
6,2020,OKLAHOMA,OK,0.2794608705820821,26,18.2
7,2022,OKLAHOMA,OK,0.322,22,15.4
