year,state,state_po,margin,num_ballots
2018,MINNESOTA,MN,0.1811393599778811,39
2018,MISSISSIPPI,MS,0.12157357017351789,58
2018,MISSOURI,MO,0.046954312122766864,150
2018,MONTANA,MT,0.0643517637355665,109
2018,NEBRASKA,NE,0.15436775540398032,46
2018,NEVADA,NV,0.05972954290158125,118
2018,NEW JERSEY,NJ,0.11848351849456187,60
2018,NEW MEXICO,NM,0.38935628081008644,18
2018,NEW YORK,NY,0.33443426926925524,21
2018,NORTH DAKOTA,ND,0.108371302945379,65
2018,OHIO,OH,0.06845771541305196,103
2018,PENNSYLVANIA,PA,0.1388966138320597,51
2018,RHODE ISLAND,RI,0.23107836215088468,31
2018,TENNESSEE,TN,0.10787034148341612,65
2018,TEXAS,TX,0.01785202567473215,393
2018,UTAH,UT,0.29079216630835164,25
2018,VERMONT,VT,0.27386803803040083,26
2018,VIRGINIA,VA,0.1783215416487512,40
2018,WASHINGTON,WA,0.16867519849859108,42
2018,WEST VIRGINIA,WV,0.07405418665971307,95
2018,WISCONSIN,WI,0.10836953753064987,65
2018,WYOMING,WY,0.3407973650575164,21
2020,ALABAMA,AL,0.2035869619179389,35
2020,ALASKA,AK,0.1270322939081241,56
2020,ARIZONA,AZ,0.0234869715349445,299
2020,ARKANSAS,AR,0.3305907089899025,22
2020,COLORADO,CO,0.11060173867896245,64
2020,DELAWARE,DE,0.22608695652173919,31
2020,GEORGIA,GA,0.005440235855962296,1287
2020,IDAHO,ID,0.29375909339902095,24
2020,ILLINOIS,IL,0.17335402279247053,41
2020,IOWA,IA,0.04304200267038407,163
2020,KANSAS,KS,0.06446256822311011,109
2020,KENTUCKY,KY,0.15534573550027006,46
2020,LOUISIANA,LA,0.3975481078596969,18
2020,MAINE,ME,0.0850194071024562,83
2020,MASSACHUSETTS,MA,0.32259223265140424,22
2020,MICHIGAN,MI,0.01685031351966887,416
2020,MINNESOTA,MN,0.052384439820599205,134
2020,MISSISSIPPI,MS,0.08210445081953457,86
2020,MONTANA,MT,0.10024321499512084,70
2020,NEBRASKA,NE,0.32386786407057117,22
