,year,state,state_po,num_ballots_house,procedural_cost_house,num_ballots_senate,procedural_cost_senate,num_ballots_president,procedural_cost_president,num_ballots_total,procedural_cost_total
427,2016,MINNESOTA,MN,2814,1477.35,0,0.0,461,242.02,3275,1719.37
428,2016,MISSISSIPPI,MS,76,39.9,0,0.0,40,21.0,116,60.90
429,2016,MISSOURI,MO,167,87.67,1865,979.12,38,19.95,2070,1086.74
430,2016,MONTANA,MT,45,23.62,0,0.0,35,18.38,80,42.00
431,2016,NEBRASKA,NE,609,319.72,0,0.0,28,14.7,637,334.42
432,2016,NEVADA,NV,815,427.87,289,151.72,290,152.25,1394,731.84
433,2016,NEW HAMPSHIRE,NH,695,364.87,381,200.02,1905,1000.12,2981,1565.01
434,2016,NEW JERSEY,NJ,470,246.75,0,0.0,50,26.25,520,273.00
435,2016,NEW MEXICO,NM,81,42.52,0,0.0,86,45.15,167,87.67
436,2016,NEW YORK,NY,869,456.22,18,9.45,30,15.75,917,481.42
437,2016,NORTH CAROLINA,NC,440,231.0,330,173.25,192,100.8,962,505.05
438,2016,NORTH DAKOTA,ND,16,8.4,12,6.3,20,10.5,48,25.20
439,2016,OHIO,OH,338,177.45,34,17.85,87,45.68,459,240.98
440,2016,OKLAHOMA,OK,87,45.67,18,9.45,20,10.5,125,65.62
441,2016,OREGON,OR,174,91.35,29,15.22,64,33.6,267,140.17
442,2016,PENNSYLVANIA,PA,558,292.95,286,150.15,967,507.67,1811,950.77
443,2016,RHODE ISLAND,RI,50,26.25,0,0.0,46,24.15,96,50.40
444,2016,SOUTH CAROLINA,SC,182,95.55,29,15.22,50,26.25,261,137.02
445,2016,SOUTH DAKOTA,SD,25,13.12,17,8.92,24,12.6,66,34.64
446,2016,TENNESSEE,TN,156,81.9,0,0.0,27,14.18,183,96.08
447,2016,TEXAS,TX,1325,695.62,0,0.0,78,40.95,1403,736.57
448,2016,UTAH,UT,115,60.37,18,9.45,39,20.47,172,90.29
449,2016,VERMONT,VT,10,5.25,26,13.65,27,14.18,63,33.08
450,2016,VIRGINIA,VA,403,211.57,0,0.0,132,69.3,535,280.87
451,2016,WASHINGTON,WA,386,202.65,39,20.47,45,23.62,470,246.74
452,2016,WEST VIRGINIA,WV,78,40.95,0,0.0,17,8.92,95,49.87
453,2016,WISCONSIN,WI,172,90.3,1779,933.97,916,480.9,2867,1505.17
454,2016,WYOMING,WY,23,12.07,0,0.0,16,8.4,39,20.47
455,2018,ALABAMA,AL,127,66.67,0,0.0,0,0.0,127,66.67
456,2018,ALASKA,AK,107,56.17,0,0.0,0,0.0,107,56.17
457,2018,ARIZONA,AZ,425,223.12,299,156.98,0,0.0,724,380.10
458,2018,ARKANSAS,AR,172,90.3,0,0.0,0,0.0,172,90.30
459,2018,CALIFORNIA,CA,3107,1631.17,13,6.82,0,0.0,3120,1637.99
460,2018,COLORADO,CO,295,154.87,0,0.0,0,0.0,295,154.87
461,2018,CONNECTICUT,CT,168,88.2,39,20.47,0,0.0,207,108.67
462,2018,DELAWARE,DE,25,13.12,31,16.27,0,0.0,56,29.39
463,2018,FLORIDA,FL,1393,731.32,5715,3000.38,0,0.0,7108,3731.70
464,2018,GEORGIA,GA,5969,3133.72,0,0.0,0,0.0,5969,3133.72
465,2018,HAWAII,HI,27,14.17,17,8.92,0,0.0,44,23.09
466,2018,IDAHO,ID,55,28.87,0,0.0,0,0.0,55,28.87
467,2018,ILLINOIS,IL,1493,783.82,0,0.0,0,0.0,1493,783.82
468,2018,INDIANA,IN,324,170.1,477,250.42,0,0.0,801,420.52
469,2018,IOWA,IA,736,386.4,0,0.0,0,0.0,736,386.40
470,2018,KANSAS,KS,1007,528.67,0,0.0,0,0.0,1007,528.67
471,2018,KENTUCKY,KY,325,170.62,0,0.0,0,0.0,325,170.62
472,2018,LOUISIANA,LA,100,52.5,0,0.0,0,0.0,100,52.50
473,2018,MAINE,ME,611,320.77,29,15.22,0,0.0,640,335.99
474,2018,MARYLAND,MD,166,87.15,20,10.5,0,0.0,186,97.65
475,2018,MASSACHUSETTS,MA,119,62.47,29,15.22,0,0.0,148,77.69
476,2018,MICHIGAN,MI,874,458.85,108,56.7,0,0.0,982,515.55
477,2018,MINNESOTA,MN,2297,1205.92,39,20.47,0,0.0,2336,1226.39
478,2018,MISSISSIPPI,MS,82,43.05,58,30.45,0,0.0,140,73.50
479,2018,MISSOURI,MO,314,164.85,150,78.75,0,0.0,464,243.60
480,2018,MONTANA,MT,149,78.22,109,57.22,0,0.0,258,135.44
481,2018,NEBRASKA,NE,398,208.95,46,24.15,0,0.0,444,233.10
482,2018,NEVADA,NV,226,118.65,118,61.95,0,0.0,344,180.60
483,2018,NEW HAMPSHIRE,NH,135,70.87,0,0.0,0,0.0,135,70.87
484,2018,NEW JERSEY,NJ,1035,543.37,60,31.5,0,0.0,1095,574.87
485,2018,NEW MEXICO,NM,442,232.05,18,9.45,0,0.0,460,241.50
486,2018,NEW YORK,NY,3826,2008.65,21,11.02,0,0.0,3847,2019.67
487,2018,NORTH CAROLINA,NC,2345,1231.12,0,0.0,0,0.0,2345,1231.12
488,2018,NORTH DAKOTA,ND,29,15.22,65,34.12,0,0.0,94,49.34
489,2018,OHIO,OH,790,414.75,103,54.08,0,0.0,893,468.83
490,2018,OKLAHOMA,OK,598,313.95,0,0.0,0,0.0,598,313.95
491,2018,OREGON,OR,180,94.5,0,0.0,0,0.0,180,94.50
492,2018,PENNSYLVANIA,PA,1206,633.15,51,26.78,0,0.0,1257,659.93
493,2018,RHODE ISLAND,RI,47,24.67,31,16.27,0,0.0,78,40.94
494,2018,SOUTH CAROLINA,SC,701,368.02,0,0.0,0,0.0,701,368.02
495,2018,SOUTH DAKOTA,SD,29,15.22,0,0.0,0,0.0,29,15.22
496,2018,TENNESSEE,TN,172,90.3,65,34.12,0,0.0,237,124.42
497,2018,TEXAS,TX,3514,1844.85,393,206.32,0,0.0,3907,2051.17
498,2018,UTAH,UT,3579,1878.97,25,13.12,0,0.0,3604,1892.09
499,2018,VERMONT,VT,0,0.0,26,13.65,0,0.0,26,13.65
500,2018,VIRGINIA,VA,1026,538.65,40,21.0,0,0.0,1066,559.65
501,2018,WASHINGTON,WA,520,273.0,42,22.05,0,0.0,562,295.05
502,2018,WEST VIRGINIA,WV,143,75.07,95,49.88,0,0.0,238,124.95
503,2018,WISCONSIN,WI,268,140.7,65,34.12,0,0.0,333,174.82
504,2018,WYOMING,WY,21,11.02,21,11.02,0,0.0,42,22.04
505,2020,ALABAMA,AL,78,40.95,35,18.38,28,14.7,141,74.03
506,2020,ALASKA,AK,77,40.42,56,29.4,70,36.75,203,106.57
507,2020,ARIZONA,AZ,612,321.3,299,156.98,2268,1190.7,3179,1668.98
508,2020,ARKANSAS,AR,111,58.27,22,11.55,26,13.65,159,83.47
509,2020,CALIFORNIA,CA,6865,3604.12,0,0.0,25,13.12,6890,3617.24
510,2020,COLORADO,CO,293,153.82,64,33.6,53,27.82,410,215.24
511,2020,CONNECTICUT,CT,186,97.65,0,0.0,35,18.38,221,116.03
512,2020,DELAWARE,DE,41,21.52,31,16.27,37,19.42,109,57.21
513,2020,FLORIDA,FL,1385,727.12,0,0.0,209,109.72,1594,836.84
514,2020,GEORGIA,GA,626,328.65,1287,675.68,2972,1560.3,4885,2564.63
515,2020,HAWAII,HI,38,19.95,0,0.0,24,12.6,62,32.55
516,2020,IDAHO,ID,40,21.0,24,12.6,23,12.08,87,45.68
517,2020,ILLINOIS,IL,1146,601.65,41,21.52,42,22.05,1229,645.22
518,2020,INDIANA,IN,385,202.12,0,0.0,44,23.1,429,225.22
519,2020,IOWA,IA,350848,184195.2,163,85.57,86,45.15,351097,184325.92
520,2020,KANSAS,KS,161,84.52,109,57.22,48,25.2,318,166.94
521,2020,KENTUCKY,KY,133,69.82,46,24.15,27,14.18,206,108.15
522,2020,LOUISIANA,LA,112,58.8,18,9.45,38,19.95,168,88.20
523,2020,MAINE,ME,146,76.65,83,43.58,79,41.47,308,161.70
524,2020,MARYLAND,MD,168,88.2,0,0.0,22,11.55,190,99.75
525,2020,MASSACHUSETTS,MA,159,83.47,22,11.55,22,11.55,203,106.57
526,2020,MICHIGAN,MI,934,490.35,416,218.4,252,132.3,1602,841.05
527,2020,MINNESOTA,MN,745,391.12,134,70.35,99,51.97,978,513.44
528,2020,MISSISSIPPI,MS,72,37.8,86,45.15,43,22.58,201,105.53
529,2020,MISSOURI,MO,244,128.1,0,0.0,46,24.15,290,152.25
530,2020,MONTANA,MT,55,28.87,70,36.75,43,22.58,168,88.20
531,2020,NEBRASKA,NE,198,103.95,22,11.55,37,19.42,257,134.92
532,2020,NEVADA,NV,447,234.67,0,0.0,293,153.82,740,388.49
533,2020,NEW HAMPSHIRE,NH,207,108.67,39,20.47,96,50.4,342,179.54
534,2020,NEW JERSEY,NJ,1160,609.0,43,22.58,44,23.1,1247,654.68
535,2020,NEW MEXICO,NM,179,93.97,80,42.0,65,34.12,324,170.09
536,2020,NEW YORK,NY,18441,9681.52,0,0.0,31,16.27,18472,9697.79
537,2020,NORTH CAROLINA,NC,514,269.85,505,265.12,520,273.0,1539,807.97
538,2020,NORTH DAKOTA,ND,17,8.92,0,0.0,21,11.02,38,19.94
539,2020,OHIO,OH,556,291.9,0,0.0,88,46.2,644,338.10
540,2020,OKLAHOMA,OK,235,123.37,26,13.65,22,11.55,283,148.57
541,2020,OREGON,OR,306,160.65,37,19.42,44,23.1,387,203.17
542,2020,PENNSYLVANIA,PA,1181,620.02,0,0.0,601,315.52,1782,935.54
543,2020,RHODE ISLAND,RI,55,28.87,22,11.55,34,17.85,111,58.27
544,2020,SOUTH CAROLINA,SC,723,379.57,69,36.22,60,31.5,852,447.29
545,2020,SOUTH DAKOTA,SD,12,6.3,23,12.08,27,14.18,62,32.56
546,2020,TENNESSEE,TN,145,76.12,26,13.65,31,16.27,202,106.04
547,2020,TEXAS,TX,2416,1268.4,91,47.78,126,66.15,2633,1382.33
548,2020,UTAH,UT,768,403.2,0,0.0,35,18.38,803,421.58
549,2020,VERMONT,VT,18,9.45,0,0.0,20,10.5,38,19.95
550,2020,VIRGINIA,VA,857,449.92,58,30.45,70,36.75,985,517.12
551,2020,WASHINGTON,WA,491,257.77,0,0.0,37,19.42,528,277.19
552,2020,WEST VIRGINIA,WV,63,33.07,18,9.45,18,9.45,99,51.97
553,2020,WISCONSIN,WI,461,242.02,0,0.0,1117,586.42,1578,828.44
554,2020,WYOMING,WY,16,8.4,0,0.0,17,8.92,33,17.32
555,2022,ALABAMA,AL,110,57.75,20,10.5,0,0.0,130,68.25
556,2022,ALASKA,AK,31,16.27,112,58.8,0,0.0,143,75.07
557,2022,ARIZONA,AZ,1612,846.3,144,75.6,0,0.0,1756,921.90
558,2022,ARKANSAS,AR,83,43.57,21,11.02,0,0.0,104,54.59
559,2022,CALIFORNIA,CA,4511,2368.27,32,16.8,0,0.0,4543,2385.07
560,2022,COLORADO,CO,4681,2457.52,48,25.2,0,0.0,4729,2482.72
561,2022,CONNECTICUT,CT,1026,538.65,47,24.67,0,0.0,1073,563.32
562,2022,DELAWARE,DE,56,29.4,0,0.0,0,0.0,56,29.40
563,2022,FLORIDA,FL,1086,570.15,43,22.58,0,0.0,1129,592.73
564,2022,GEORGIA,GA,373,195.82,250,131.25,0,0.0,623,327.07
565,2022,HAWAII,HI,42,22.05,16,8.4,0,0.0,58,30.45
566,2022,IDAHO,ID,42,22.05,22,11.55,0,0.0,64,33.60
567,2022,ILLINOIS,IL,699,366.97,46,24.15,0,0.0,745,391.12
568,2022,INDIANA,IN,304,159.6,34,17.85,0,0.0,338,177.45
569,2022,IOWA,IA,1208,634.2,58,30.45,0,0.0,1266,664.65
570,2022,KANSAS,KS,152,79.8,31,16.27,0,0.0,183,96.07
571,2022,KENTUCKY,KY,117,61.42,30,15.75,0,0.0,147,77.17
572,2022,LOUISIANA,LA,74,38.85,17,8.92,0,0.0,91,47.77
573,2022,MAINE,ME,326,171.15,0,0.0,0,0.0,326,171.15
574,2022,MARYLAND,MD,263,138.07,23,12.08,0,0.0,286,150.15
575,2022,MASSACHUSETTS,MA,195,102.37,0,0.0,0,0.0,195,102.37
576,2022,MICHIGAN,MI,1901,998.02,0,0.0,0,0.0,1901,998.02
577,2022,MINNESOTA,MN,361,189.52,0,0.0,0,0.0,361,189.52
578,2022,MISSISSIPPI,MS,83,43.57,0,0.0,0,0.0,83,43.57
579,2022,MISSOURI,MO,190,99.75,53,27.82,0,0.0,243,127.57
580,2022,MONTANA,MT,247,129.67,0,0.0,0,0.0,247,129.67
581,2022,NEBRASKA,NE,290,152.25,0,0.0,0,0.0,290,152.25
582,2022,NEVADA,NV,479,251.47,898,471.45,0,0.0,1377,722.92
583,2022,NEW HAMPSHIRE,NH,147,77.17,78,40.95,0,0.0,225,118.12
584,2022,NEW JERSEY,NJ,658,345.45,0,0.0,0,0.0,658,345.45
585,2022,NEW MEXICO,NM,1271,667.27,0,0.0,0,0.0,1271,667.27
586,2022,NEW YORK,NY,3652,1917.3,50,26.25,0,0.0,3702,1943.55
587,2022,NORTH CAROLINA,NC,821,431.02,217,113.92,0,0.0,1038,544.94
588,2022,NORTH DAKOTA,ND,29,15.22,23,12.08,0,0.0,52,27.30
589,2022,OHIO,OH,635,333.37,115,60.37,0,0.0,750,393.74
590,2022,OKLAHOMA,OK,111,58.27,22,11.55,0,0.0,133,69.82
591,2022,OREGON,OR,765,401.62,47,24.67,0,0.0,812,426.29
592,2022,PENNSYLVANIA,PA,1207,633.67,143,75.07,0,0.0,1350,708.74
593,2022,RHODE ISLAND,RI,215,112.87,0,0.0,0,0.0,215,112.87
594,2022,SOUTH CAROLINA,SC,177,92.92,28,14.7,0,0.0,205,107.62
595,2022,SOUTH DAKOTA,SD,13,6.82,17,8.92,0,0.0,30,15.74
596,2022,TENNESSEE,TN,204,107.1,0,0.0,0,0.0,204,107.10
597,2022,TEXAS,TX,914,479.85,0,0.0,0,0.0,914,479.85
598,2022,UTAH,UT,95,49.87,68,35.7,0,0.0,163,85.57
599,2022,VERMONT,VT,21,11.02,18,9.45,0,0.0,39,20.47
600,2022,VIRGINIA,VA,688,361.2,0,0.0,0,0.0,688,361.20
601,2022,WASHINGTON,WA,1207,633.67,49,25.72,0,0.0,1256,659.39
602,2022,WEST VIRGINIA,WV,42,22.05,0,0.0,0,0.0,42,22.05
603,2022,WISCONSIN,WI,370,194.25,694,364.35,0,0.0,1064,558.60
604,2022,WYOMING,WY,16,8.4,0,0.0,0,0.0,16,8.40
605,2024,ALABAMA,AL,0,0.0,0,0.0,23,12.08,23,12.08
606,2024,ALASKA,AK,0,0.0,0,0.0,54,28.35,54,28.35
607,2024,ARIZONA,AZ,0,0.0,292,153.3,128,67.2,420,220.50
608,2024,ARKANSAS,AR,0,0.0,0,0.0,23,12.08,23,12.08
609,2024,CALIFORNIA,CA,0,0.0,40,21.0,35,18.38,75,39.38
610,2024,COLORADO,CO,0,0.0,0,0.0,64,33.6,64,33.60
611,2024,CONNECTICUT,CT,0,0.0,38,19.95,49,25.72,87,45.67
612,2024,DELAWARE,DE,0,0.0,41,21.52,48,25.2,89,46.72
613,2024,DISTRICT OF COLUMBIA,DC,0,0.0,0,0.0,9,4.72,9,4.72
614,2024,FLORIDA,FL,0,0.0,55,28.87,54,28.35,109,57.22
615,2024,GEORGIA,GA,0,0.0,0,0.0,319,167.48,319,167.48
616,2024,HAWAII,HI,0,0.0,22,11.55,31,16.27,53,27.82
617,2024,IDAHO,ID,0,0.0,0,0.0,20,10.5,20,10.50
618,2024,ILLINOIS,IL,0,0.0,0,0.0,64,33.6,64,33.60
619,2024,INDIANA,IN,0,0.0,35,18.38,38,19.95,73,38.33
620,2024,IOWA,IA,0,0.0,0,0.0,53,27.82,53,27.82
621,2024,KANSAS,KS,0,0.0,0,0.0,44,23.1,44,23.10
622,2024,KENTUCKY,KY,0,0.0,0,0.0,23,12.08,23,12.08
623,2024,LOUISIANA,LA,0,0.0,0,0.0,32,16.8,32,16.80
624,2024,MAINE,ME,0,0.0,41,21.52,105,55.12,146,76.64
625,2024,MARYLAND,MD,0,0.0,60,31.5,25,13.12,85,44.62
626,2024,MASSACHUSETTS,MA,0,0.0,36,18.9,29,15.22,65,34.12
627,2024,MICHIGAN,MI,0,0.0,2334,1225.35,500,262.5,2834,1487.85
628,2024,MINNESOTA,MN,0,0.0,45,23.62,167,87.68,212,111.30
629,2024,MISSISSIPPI,MS,0,0.0,28,14.7,29,15.22,57,29.92
630,2024,MISSOURI,MO,0,0.0,51,26.78,39,20.47,90,47.25
631,2024,MONTANA,MT,0,0.0,99,51.97,36,18.9,135,70.87
632,2024,NEBRASKA,NE,0,0.0,107,56.18,34,17.85,141,74.03
633,2024,NEVADA,NV,0,0.0,412,216.3,226,118.65,638,334.95
634,2024,NEW HAMPSHIRE,NH,0,0.0,0,0.0,251,131.78,251,131.78
635,2024,NEW JERSEY,NJ,0,0.0,74,38.85,119,62.47,193,101.32
636,2024,NEW MEXICO,NM,0,0.0,69,36.22,117,61.42,186,97.64
637,2024,NEW YORK,NY,0,0.0,42,22.05,60,31.5,102,53.55
638,2024,NORTH CAROLINA,NC,0,0.0,0,0.0,219,114.98,219,114.98
639,2024,NORTH DAKOTA,ND,0,0.0,22,11.55,20,10.5,42,22.05
640,2024,OHIO,OH,0,0.0,195,102.38,62,32.55,257,134.93
641,2024,OKLAHOMA,OK,0,0.0,0,0.0,21,11.02,21,11.02
642,2024,OREGON,OR,0,0.0,0,0.0,49,25.72,49,25.72
643,2024,PENNSYLVANIA,PA,0,0.0,3500,1837.5,412,216.3,3912,2053.80
644,2024,RHODE ISLAND,RI,0,0.0,35,18.38,51,26.78,86,45.16
645,2024,SOUTH CAROLINA,SC,0,0.0,0,0.0,40,21.0,40,21.00
646,2024,SOUTH DAKOTA,SD,0,0.0,0,0.0,24,12.6,24,12.60
647,2024,TENNESSEE,TN,0,0.0,24,12.6,24,12.6,48,25.20
648,2024,TEXAS,TX,0,0.0,83,43.58,51,26.78,134,70.36
649,2024,UTAH,UT,0,0.0,23,12.08,33,17.32,56,29.40
650,2024,VERMONT,VT,0,0.0,23,12.08,23,12.08,46,24.16
651,2024,VIRGINIA,VA,0,0.0,78,40.95,135,70.88,213,111.83
652,2024,WASHINGTON,WA,0,0.0,38,19.95,39,20.47,77,40.42
653,2024,WEST VIRGINIA,WV,0,0.0,18,9.45,17,8.92,35,18.37
654,2024,WISCONSIN,WI,0,0.0,778,408.45,875,459.37,1653,867.82
655,2024,WYOMING,WY,0,0.0,14,7.35,16,8.4,30,15.75
