,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1417,Utah 1,0.659,0.264,18,2016,UTAH,9.45,UT
1418,Utah 2,0.616,0.339,26,2016,UTAH,13.65,UT
1419,Utah 3,0.735,0.265,15,2016,UTAH,7.87,UT
1420,Utah 4,0.538,0.413,56,2016,UTAH,29.40,UT
