,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1220,Idaho 1,0.682,0.318,20,2016,IDAHO,10.50,ID
1221,Idaho 2,0.629,0.294,21,2016,IDAHO,11.02,ID
