,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
909,Maryland 1,0.6,0.381,32,2018,MARYLAND,16.80,MD
910,Maryland 2,0.661,0.307,20,2018,MARYLAND,10.50,MD
911,Maryland 3,0.692,0.283,18,2018,MARYLAND,9.45,MD
912,Maryland 4,0.781,0.199,13,2018,MARYLAND,6.82,MD
913,Maryland 5,0.704,0.271,17,2018,MARYLAND,8.92,MD
914,Maryland 6,0.59,0.38,34,2018,MARYLAND,17.85,MD
915,Maryland 7,0.765,0.213,13,2018,MARYLAND,6.82,MD
916,Maryland 8,0.682,0.303,19,2018,MARYLAND,9.97,MD
