,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
984,Oklahoma 1,0.593,0.407,38,2018,OKLAHOMA,19.95,OK
985,Oklahoma 2,0.65,0.301,21,2018,OKLAHOMA,11.02,OK
986,Oklahoma 3,0.739,0.261,15,2018,OKLAHOMA,7.87,OK
987,Oklahoma 4,0.631,0.33,24,2018,OKLAHOMA,12.60,OK
988,Oklahoma 5,0.507,0.493,500,2018,OKLAHOMA,262.50,OK
