,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
907,Maine 1,0.587,0.324,27,2018,MAINE,14.17,ME
908,Maine 2 (runoff),0.506,0.494,584,2018,MAINE,306.60,ME
