,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1057,Utah 1,0.616,0.249,20,2018,UTAH,10.50,UT
1058,Utah 2,0.561,0.389,41,2018,UTAH,21.52,UT
1059,Utah 3,0.675,0.273,18,2018,UTAH,9.45,UT
1060,Utah 4,0.501,0.499,3500,2018,UTAH,1837.50,UT
