,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
1012,Tennessee 1,0.771,0.21,13,2018,TENNESSEE,6.82,TN
1013,Tennessee 2,0.659,0.331,22,2018,TENNESSEE,11.55,TN
1014,Tennessee 3,0.637,0.345,24,2018,TENNESSEE,12.60,TN
1015,Tennessee 4,0.634,0.336,24,2018,TENNESSEE,12.60,TN
1016,Tennessee 5,0.678,0.322,20,2018,TENNESSEE,10.50,TN
1017,Tennessee 6,0.695,0.283,17,2018,TENNESSEE,8.92,TN
1018,Tennessee 7,0.669,0.321,21,2018,TENNESSEE,11.02,TN
1019,Tennessee 8,0.677,0.301,19,2018,TENNESSEE,9.97,TN
1020,Tennessee 9,0.8,0.192,12,2018,TENNESSEE,6.30,TN
