,State and District,Winner (Percentage of Votes),1st Runner-Up (Percentage of Votes),num_ballots,year,state,procedural_cost,state_po
856,Hawaii 1,0.731,0.231,14,2018,HAWAII,7.35,HI
857,Hawaii 2,0.774,0.226,13,2018,HAWAII,6.82,HI
