,year,state,state_po,num_ballots,procedural_cost
0,2000,OKLAHOMA,OK,157,82.42
1,2002,OKLAHOMA,OK,198,103.95
2,2004,OKLAHOMA,OK,100,52.50
3,2006,OKLAHOMA,OK,113,59.32
4,2008,OKLAHOMA,OK,99,51.97
5,2010,OKLAHOMA,OK,106,55.65
6,2012,OKLAHOMA,OK,124,65.10
7,2014,OKLAHOMA,OK,75,39.37
8,2016,OKLAHOMA,OK,87,45.67
9,2018,OKLAHOMA,OK,598,313.95
10,2020,OKLAHOMA,OK,235,123.37
11,2022,OKLAHOMA,OK,111,58.27
