,year,state,state_po,num_ballots,procedural_cost
0,2000,MISSISSIPPI,MS,104,54.60
1,2002,MISSISSIPPI,MS,110,57.75
2,2004,MISSISSIPPI,MS,88,46.20
3,2006,MISSISSIPPI,MS,70,36.75
4,2008,MISSISSIPPI,MS,129,67.72
5,2010,MISSISSIPPI,MS,237,124.42
6,2012,MISSISSIPPI,MS,82,43.05
7,2014,MISSISSIPPI,MS,69,36.22
8,2016,MISSISSIPPI,MS,76,39.90
9,2018,MISSISSIPPI,MS,82,43.05
10,2020,MISSISSIPPI,MS,72,37.80
11,2022,MISSISSIPPI,MS,83,43.57
