,year,state,state_po,num_ballots,procedural_cost
0,2000,COLORADO,CO,160,84.00
1,2002,COLORADO,CO,7161,3759.52
2,2004,COLORADO,CO,439,230.47
3,2006,COLORADO,CO,468,245.70
4,2008,COLORADO,CO,218,114.45
5,2010,COLORADO,CO,384,201.60
6,2012,COLORADO,CO,416,218.40
7,2014,COLORADO,CO,309,162.22
8,2016,COLORADO,CO,280,147.00
9,2018,COLORADO,CO,295,154.87
10,2020,COLORADO,CO,293,153.82
11,2022,COLORADO,CO,4681,2457.52
