,year,state,state_po,num_ballots,procedural_cost
0,2000,VIRGINIA,VA,326,171.15
1,2002,VIRGINIA,VA,138,72.45
2,2004,VIRGINIA,VA,288,151.20
3,2006,VIRGINIA,VA,513,269.32
4,2008,VIRGINIA,VA,3915,2055.38
5,2010,VIRGINIA,VA,2314,1214.85
6,2012,VIRGINIA,VA,436,228.90
7,2014,VIRGINIA,VA,300,157.50
8,2016,VIRGINIA,VA,403,211.57
9,2018,VIRGINIA,VA,1026,538.65
10,2020,VIRGINIA,VA,857,449.92
11,2022,VIRGINIA,VA,688,361.20
