,year,state,state_po,num_ballots,procedural_cost
0,2000,HAWAII,HI,50,26.25
1,2002,HAWAII,HI,59,30.97
2,2004,HAWAII,HI,53,27.82
3,2008,HAWAII,HI,26,13.65
4,2010,HAWAII,HI,125,65.62
5,2012,HAWAII,HI,89,46.72
6,2014,HAWAII,HI,197,103.42
7,2016,HAWAII,HI,27,14.17
8,2018,HAWAII,HI,27,14.17
9,2020,HAWAII,HI,38,19.95
10,2022,HAWAII,HI,42,22.05
