,year,state,state_po,num_ballots,procedural_cost
0,2000,NORTH CAROLINA,NC,336,176.40
1,2002,NORTH CAROLINA,NC,389,204.22
2,2004,NORTH CAROLINA,NC,408,214.20
3,2006,NORTH CAROLINA,NC,3846,2019.15
4,2008,NORTH CAROLINA,NC,376,197.40
5,2010,NORTH CAROLINA,NC,1392,730.80
6,2012,NORTH CAROLINA,NC,4047,2124.67
7,2014,NORTH CAROLINA,NC,349,183.22
8,2016,NORTH CAROLINA,NC,440,231.00
9,2018,NORTH CAROLINA,NC,2345,1231.12
10,2020,NORTH CAROLINA,NC,514,269.85
11,2022,NORTH CAROLINA,NC,821,431.02
