,year,state,state_po,num_ballots,procedural_cost
0,2000,SOUTH CAROLINA,SC,152,79.80
1,2002,SOUTH CAROLINA,SC,87,45.67
2,2004,SOUTH CAROLINA,SC,98,51.45
3,2006,SOUTH CAROLINA,SC,185,97.12
4,2008,SOUTH CAROLINA,SC,373,195.82
5,2010,SOUTH CAROLINA,SC,237,124.42
6,2012,SOUTH CAROLINA,SC,213,111.82
7,2014,SOUTH CAROLINA,SC,121,63.52
8,2016,SOUTH CAROLINA,SC,182,95.55
9,2018,SOUTH CAROLINA,SC,701,368.02
10,2020,SOUTH CAROLINA,SC,723,379.57
11,2022,SOUTH CAROLINA,SC,177,92.92
