,year,state,state_po,num_ballots,procedural_cost
0,2000,LOUISIANA,LA,84,44.10
1,2002,LOUISIANA,LA,1240,651.00
2,2004,LOUISIANA,LA,1529,802.72
3,2006,LOUISIANA,LA,259,135.97
4,2008,LOUISIANA,LA,2149,1128.22
5,2010,LOUISIANA,LA,121,63.52
6,2012,LOUISIANA,LA,110,57.75
7,2014,LOUISIANA,LA,104,54.60
8,2016,LOUISIANA,LA,136,71.40
9,2018,LOUISIANA,LA,100,52.50
10,2020,LOUISIANA,LA,112,58.80
11,2022,LOUISIANA,LA,74,38.85
