,year,state,state_po,num_ballots,procedural_cost
0,2000,KANSAS,KS,311,163.27
1,2002,KANSAS,KS,283,148.57
2,2004,KANSAS,KS,137,71.92
3,2006,KANSAS,KS,259,135.97
4,2008,KANSAS,KS,236,123.90
5,2010,KANSAS,KS,105,55.12
6,2012,KANSAS,KS,81,42.52
7,2014,KANSAS,KS,115,60.37
8,2016,KANSAS,KS,132,69.30
9,2018,KANSAS,KS,1007,528.67
10,2020,KANSAS,KS,161,84.52
11,2022,KANSAS,KS,152,79.80
