,year,state,state_po,num_ballots,procedural_cost
0,2000,WYOMING,WY,19,9.97
1,2002,WYOMING,WY,29,15.22
2,2004,WYOMING,WY,53,27.82
3,2006,WYOMING,WY,1400,735.00
4,2008,WYOMING,WY,72,37.80
5,2010,WYOMING,WY,16,8.40
6,2012,WYOMING,WY,16,8.40
7,2014,WYOMING,WY,16,8.40
8,2016,WYOMING,WY,23,12.07
9,2018,WYOMING,WY,21,11.02
10,2020,WYOMING,WY,16,8.40
11,2022,WYOMING,WY,16,8.40
