,year,state,state_po,num_ballots,procedural_cost
0,2000,VERMONT,VT,14,7.35
1,2002,VERMONT,VT,22,11.55
2,2004,VERMONT,VT,17,8.92
3,2006,VERMONT,VT,81,42.52
4,2008,VERMONT,VT,9,4.72
5,2010,VERMONT,VT,22,11.55
6,2012,VERMONT,VT,15,7.87
7,2014,VERMONT,VT,21,11.02
8,2016,VERMONT,VT,10,5.25
9,2020,VERMONT,VT,18,9.45
10,2022,VERMONT,VT,21,11.02
