,year,state,state_po,num_ballots,procedural_cost
0,2000,FLORIDA,FL,699,366.97
1,2002,FLORIDA,FL,833,437.32
2,2004,FLORIDA,FL,394,206.85
3,2006,FLORIDA,FL,4655,2443.87
4,2008,FLORIDA,FL,989,519.22
5,2010,FLORIDA,FL,754,395.85
6,2012,FLORIDA,FL,2808,1474.20
7,2014,FLORIDA,FL,1374,721.35
8,2016,FLORIDA,FL,1235,648.37
9,2018,FLORIDA,FL,1393,731.32
10,2020,FLORIDA,FL,1385,727.12
11,2022,FLORIDA,FL,1086,570.15
