,year,state,state_po,num_ballots,procedural_cost
0,2000,TEXAS,TX,720,378.00
1,2002,TEXAS,TX,1066,559.65
2,2004,TEXAS,TX,910,477.75
3,2006,TEXAS,TX,849,445.72
4,2008,TEXAS,TX,871,457.27
5,2010,TEXAS,TX,1661,872.02
6,2012,TEXAS,TX,933,489.82
7,2014,TEXAS,TX,974,511.35
8,2016,TEXAS,TX,1325,695.62
9,2018,TEXAS,TX,3514,1844.85
10,2020,TEXAS,TX,2416,1268.40
11,2022,TEXAS,TX,914,479.85
