,year,state,state_po,num_ballots,procedural_cost
0,2000,CONNECTICUT,CT,527,276.67
1,2002,CONNECTICUT,CT,217,113.92
2,2004,CONNECTICUT,CT,294,154.35
3,2006,CONNECTICUT,CT,17797,9343.42
4,2008,CONNECTICUT,CT,276,144.90
5,2010,CONNECTICUT,CT,286,150.15
6,2012,CONNECTICUT,CT,320,168.00
7,2014,CONNECTICUT,CT,264,138.60
8,2016,CONNECTICUT,CT,147,77.17
9,2018,CONNECTICUT,CT,168,88.20
10,2020,CONNECTICUT,CT,186,97.65
11,2022,CONNECTICUT,CT,1026,538.65
