,year,state,state_po,num_ballots,procedural_cost
0,2000,WASHINGTON,WA,433,227.32
1,2002,WASHINGTON,WA,390,204.75
2,2004,WASHINGTON,WA,348,182.70
3,2006,WASHINGTON,WA,448,235.20
4,2008,WASHINGTON,WA,304,159.60
5,2010,WASHINGTON,WA,822,431.55
6,2012,WASHINGTON,WA,362,190.05
7,2014,WASHINGTON,WA,715,375.37
8,2016,WASHINGTON,WA,386,202.65
9,2018,WASHINGTON,WA,520,273.00
10,2020,WASHINGTON,WA,491,257.77
11,2022,WASHINGTON,WA,1207,633.67
