,year,state,state_po,num_ballots,procedural_cost
0,2000,OHIO,OH,472,247.80
1,2002,OHIO,OH,374,196.35
2,2004,OHIO,OH,406,213.15
3,2006,OHIO,OH,2658,1395.45
4,2008,OHIO,OH,1698,891.45
5,2010,OHIO,OH,851,446.77
6,2012,OHIO,OH,646,339.15
7,2014,OHIO,OH,336,176.40
8,2016,OHIO,OH,338,177.45
9,2018,OHIO,OH,790,414.75
10,2020,OHIO,OH,556,291.90
11,2022,OHIO,OH,635,333.37
