,year,state,state_po,num_ballots,procedural_cost
0,2000,CALIFORNIA,CA,2572,1350.30
1,2002,CALIFORNIA,CA,1157,607.42
2,2004,CALIFORNIA,CA,1129,592.72
3,2006,CALIFORNIA,CA,1281,672.52
4,2008,CALIFORNIA,CA,2808,1474.20
5,2010,CALIFORNIA,CA,2194,1151.85
6,2012,CALIFORNIA,CA,2860,1501.50
7,2014,CALIFORNIA,CA,3974,2086.35
8,2016,CALIFORNIA,CA,3233,1697.32
9,2018,CALIFORNIA,CA,3107,1631.17
10,2020,CALIFORNIA,CA,6865,3604.12
11,2022,CALIFORNIA,CA,4511,2368.27
