,year,state,state_po,num_ballots,procedural_cost
0,2000,GEORGIA,GA,376,197.40
1,2002,GEORGIA,GA,1107,581.17
2,2004,GEORGIA,GA,347,182.17
3,2006,GEORGIA,GA,2051,1076.77
4,2008,GEORGIA,GA,286,150.15
5,2010,GEORGIA,GA,560,294.00
6,2012,GEORGIA,GA,293,153.82
7,2014,GEORGIA,GA,275,144.37
8,2016,GEORGIA,GA,251,131.77
9,2018,GEORGIA,GA,5969,3133.72
10,2020,GEORGIA,GA,626,328.65
11,2022,GEORGIA,GA,373,195.82
