,year,state,state_po,num_ballots,procedural_cost
0,2000,MAINE,ME,46,24.15
1,2002,MAINE,ME,201,105.52
2,2004,MAINE,ME,75,39.37
3,2006,MAINE,ME,42,22.05
4,2008,MAINE,ME,93,48.82
5,2010,MAINE,ME,121,63.52
6,2012,MAINE,ME,68,35.70
7,2014,MAINE,ME,157,82.42
8,2016,MAINE,ME,117,61.42
9,2018,MAINE,ME,611,320.77
10,2020,MAINE,ME,146,76.65
11,2022,MAINE,ME,326,171.15
