,year,state,state_po,num_ballots,procedural_cost
0,2000,ARKANSAS,AR,433,227.32
1,2002,ARKANSAS,AR,72,37.80
2,2004,ARKANSAS,AR,99,51.97
3,2006,ARKANSAS,AR,97,50.92
4,2008,ARKANSAS,AR,37,19.42
5,2010,ARKANSAS,AR,178,93.45
6,2012,ARKANSAS,AR,129,67.72
7,2014,ARKANSAS,AR,183,96.07
8,2016,ARKANSAS,AR,75,39.37
9,2018,ARKANSAS,AR,172,90.30
10,2020,ARKANSAS,AR,111,58.27
11,2022,ARKANSAS,AR,83,43.57
