,year,state,state_po,num_ballots,procedural_cost
0,2000,WISCONSIN,WI,521,273.52
1,2002,WISCONSIN,WI,126,66.15
2,2004,WISCONSIN,WI,189,99.22
3,2006,WISCONSIN,WI,469,246.22
4,2008,WISCONSIN,WI,236,123.90
5,2010,WISCONSIN,WI,450,236.25
6,2012,WISCONSIN,WI,288,151.20
7,2014,WISCONSIN,WI,240,126.00
8,2016,WISCONSIN,WI,172,90.30
9,2018,WISCONSIN,WI,268,140.70
10,2020,WISCONSIN,WI,461,242.02
11,2022,WISCONSIN,WI,370,194.25
