,year,state,state_po,num_ballots,procedural_cost
0,2000,NORTH DAKOTA,ND,84,44.10
1,2002,NORTH DAKOTA,ND,146,76.65
2,2004,NORTH DAKOTA,ND,37,19.42
3,2006,NORTH DAKOTA,ND,23,12.07
4,2008,NORTH DAKOTA,ND,30,15.75
5,2012,NORTH DAKOTA,ND,54,28.35
6,2014,NORTH DAKOTA,ND,42,22.05
7,2016,NORTH DAKOTA,ND,16,8.40
8,2018,NORTH DAKOTA,ND,29,15.22
9,2020,NORTH DAKOTA,ND,17,8.92
10,2022,NORTH DAKOTA,ND,29,15.22
