,year,state,state_po,num_ballots,procedural_cost
0,2000,NEVADA,NV,121,63.52
1,2002,NEVADA,NV,115,60.37
2,2004,NEVADA,NV,90,47.25
3,2006,NEVADA,NV,518,271.95
4,2008,NEVADA,NV,224,117.60
5,2010,NEVADA,NV,1217,638.92
6,2012,NEVADA,NV,237,124.42
7,2014,NEVADA,NV,346,181.65
8,2016,NEVADA,NV,815,427.87
9,2018,NEVADA,NV,226,118.65
10,2020,NEVADA,NV,447,234.67
11,2022,NEVADA,NV,479,251.47
