,year,state,state_po,num_ballots,procedural_cost
0,2000,MARYLAND,MD,251,131.77
1,2002,MARYLAND,MD,355,186.37
2,2004,MARYLAND,MD,138,72.45
3,2006,MARYLAND,MD,140,73.50
4,2008,MARYLAND,MD,996,522.90
5,2010,MARYLAND,MD,198,103.95
6,2012,MARYLAND,MD,160,84.00
7,2014,MARYLAND,MD,675,354.37
8,2016,MARYLAND,MD,187,98.17
9,2018,MARYLAND,MD,166,87.15
10,2020,MARYLAND,MD,168,88.20
11,2022,MARYLAND,MD,263,138.07
