,year,state,state_po,num_ballots,procedural_cost
0,2000,KENTUCKY,KY,267,140.17
1,2002,KENTUCKY,KY,487,255.67
2,2004,KENTUCKY,KY,178,93.45
3,2006,KENTUCKY,KY,503,264.07
4,2008,KENTUCKY,KY,247,129.67
5,2010,KENTUCKY,KY,2468,1295.70
6,2012,KENTUCKY,KY,283,148.57
7,2014,KENTUCKY,KY,130,68.25
8,2016,KENTUCKY,KY,91,47.77
9,2018,KENTUCKY,KY,325,170.62
10,2020,KENTUCKY,KY,133,69.82
11,2022,KENTUCKY,KY,117,61.42
